#category_id,names,icon
version:4
1|0|de_DE:Spam;zh_CN:骚扰;zh_TW:騷擾;en_IN:Spam;ru_RU:Спам;be_BY:Спам;uk_UA:Спам;bg_BG:Спам|http://file.market.xiaomi.com/download/FoundApp/0f16e24f7fc984fc21b9e2b8352c0d851204d57c6
2|0|de_DE:Verkauf;zh_CN:推销;zh_TW:推銷;en_IN:Sales;ru_RU:Продавец;be_BY:Прадавец;uk_UA:Продавець;bg_BG:Търговец|http://file.market.xiaomi.com/download/FoundApp/059bb4985743ff3960af5bc59dbbb30b30b428797
3|0|de_DE:Vertreter;zh_CN:中介;zh_TW:仲介;en_IN:Agent;ru_RU:Агент;be_BY:Агент;uk_UA:Агент;bg_BG:Агент|http://file.market.xiaomi.com/download/FoundApp/0616e42f7ac082fc4ab9efb83a5c068716f41c5d2
4|0|de_DE:Lieferung;zh_CN:快递;zh_TW:快遞;en_IN:Delivery;ru_RU:Доставка;be_BY:Дастаўка;uk_UA:Доставка;bg_BG:Доставка|http://file.market.xiaomi.com/download/FoundApp/0d4745f14c86636fc42d04bae140226c5b3406a43
5|0|de_DE:Betrug;zh_CN:诈骗;zh_TW:詐騙;​en_IN:Scam;ru_RU:Мошенник;be_BY:Ашуканец;uk_UA:Шахрай;bg_BG:Измамник|http://file.market.xiaomi.com/download/FoundApp/0f16e24f7fca84fce1b9ecb835fc0d841204c57c6
